expression	gene	Subtype
3.17779025550544	ALKBH1	Cluster1
3.02892271059601	ALKBH1	Cluster1
3.27877280869607	ALKBH1	Cluster1
3.19504831831092	ALKBH1	Cluster1
3.18919200596365	ALKBH1	Cluster1
3.26681651846222	ALKBH1	Cluster2
3.19381904409801	ALKBH1	Cluster2
3.14357300965878	ALKBH1	Cluster2
3.21454449393671	ALKBH1	Cluster2
3.21508835304554	ALKBH1	Cluster2
3.26168124483959	ALKBH1	Cluster2
3.26927257804501	ALKBH1	Cluster2
3.29058659472197	ALKBH1	Cluster2
3.13172117115593	ALKBH1	Cluster2
3.24401935501619	ALKBH1	Cluster2
3.10317868407836	ALKBH1	Cluster2
3.25285462595139	ALKBH1	Cluster2
3.2144046113072	ALKBH1	Cluster2
3.25759904532993	ALKBH1	Cluster2
3.13576468453033	ALKBH1	Cluster2
3.06963343249914	ALKBH1	Cluster2
3.1837564486512	ALKBH1	Cluster2
3.31575459724516	ALKBH1	Cluster2
3.33160490644351	ALKBH1	Cluster2
3.24302923057023	ALKBH1	Cluster2
3.23150921086705	ALKBH1	Cluster2
3.35674950226913	ALKBH1	Cluster2
3.20009625823558	ALKBH1	Cluster2
3.15403225902458	ALKBH1	Cluster2
3.137536311901	ALKBH1	Cluster2
3.32502655956801	ALKBH1	Cluster2
3.02050220139752	ALKBH1	Cluster2
3.21483975717771	ALKBH1	Cluster2
3.16735792773851	ALKBH1	Cluster2
3.24867144851896	ALKBH1	Cluster2
3.15899940305207	ALKBH1	Cluster2
3.26831461317523	ALKBH1	Cluster2
3.33726865489392	ALKBH1	Cluster2
3.20800214258043	ALKBH1	Cluster2
3.1902671809595	ALKBH1	Cluster2
3.06341665413717	ALKBH1	Cluster2
3.25711625100494	ALKBH1	Cluster2
3.10250696796892	ALKBH1	Cluster2
3.2644763800077	ALKBH1	Cluster2
3.29956704447606	ALKBH1	Cluster2
3.09115819298597	ALKBH1	Cluster2
3.18998265378357	ALKBH1	Cluster2
3.17855530658575	ALKBH1	Cluster2
3.170389794965	ALKBH1	Cluster2
3.3206868433375	ALKBH1	Cluster2
3.18328006011138	ALKBH1	Cluster2
3.17202339742829	ALKBH1	Cluster2
3.17565233821645	ALKBH1	Cluster2
3.32663801114802	ALKBH1	Cluster2
3.30473005783257	ALKBH1	Cluster2
3.19556808071561	ALKBH1	Cluster2
3.11401713730965	ALKBH1	Cluster2
3.21339394496932	ALKBH1	Cluster2
3.11193271513028	ALKBH1	Cluster2
3.17939957946092	ALKBH1	Cluster2
3.17483782019647	ALKBH1	Cluster2
3.22920335788674	ALKBH1	Cluster2
3.21469990317515	ALKBH1	Cluster2
3.07292898249556	ALKBH1	Cluster2
3.18393108504251	ALKBH1	Cluster2
3.2206240365544	ALKBH1	Cluster2
3.13551845301962	ALKBH1	Cluster2
3.13137546759291	ALKBH1	Cluster2
3.28708807690807	ALKBH1	Cluster2
3.08698752223885	ALKBH1	Cluster2
3.26077843189343	ALKBH1	Cluster2
3.1168637576909	ALKBH1	Cluster2
3.08070882183678	ALKBH1	Cluster2
3.20440681437067	ALKBH1	Cluster2
3.21266271414878	ALKBH1	Cluster2
3.20238637533479	ALKBH1	Cluster2
3.11034653767036	ALKBH1	Cluster2
3.29073402513422	ALKBH1	Cluster2
3.24841339205082	ALKBH1	Cluster2
3.20138293586405	ALKBH1	Cluster2
3.23952024689812	ALKBH1	Cluster2
3.18863829456139	ALKBH1	Cluster2
3.1798294908513	ALKBH1	Cluster2
3.23967298900713	ALKBH1	Cluster2
3.16960436691696	ALKBH1	Cluster2
3.20896978679481	ALKBH1	Cluster2
3.08505067645938	ALKBH1	Cluster2
3.21316061369546	ALKBH1	Cluster2
3.13241232986512	ALKBH1	Cluster2
3.18860664749005	ALKBH1	Cluster2
3.19784966878506	ALKBH1	Cluster2
3.35908537247869	ALKBH1	Cluster2
3.21292724467814	ALKBH1	Cluster2
3.09617750219213	ALKBH1	Cluster2
3.16647444014237	ALKBH1	Cluster2
3.19385057703736	ALKBH1	Cluster2
3.18792606748963	ALKBH1	Cluster2
3.23881742483623	ALKBH1	Cluster2
3.18343887377052	ALKBH1	Cluster2
3.16668331331594	ALKBH1	Cluster2
3.28770868624542	ALKBH1	Cluster2
3.28790072551903	ALKBH1	Cluster2
3.22252637965656	ALKBH1	Cluster2
3.14969835152412	ALKBH1	Cluster2
3.14567745519564	ALKBH1	Cluster2
3.24537396261816	ALKBH1	Cluster2
3.228372347792	ALKBH1	Cluster2
3.29981611212329	ALKBH1	Cluster2
3.10060767848548	ALKBH1	Cluster2
3.14882024585896	ALKBH1	Cluster2
3.18480395004704	ALKBH1	Cluster2
3.18613603459823	ALKBH1	Cluster2
3.15090081412105	ALKBH1	Cluster2
3.20511095352683	ALKBH1	Cluster2
3.27984269352035	ALKBH1	Cluster2
3.13788054250463	ALKBH1	Cluster2
3.07128214850074	ALKBH1	Cluster2
3.21693594196016	ALKBH1	Cluster2
3.07980475463526	ALKBH1	Cluster2
3.1562509805418	ALKBH1	Cluster2
3.19297528206265	ALKBH1	Cluster2
3.26780543549423	ALKBH1	Cluster2
3.16245175450887	ALKBH1	Cluster2
3.19440229193857	ALKBH1	Cluster2
3.15657459625874	ALKBH1	Cluster2
3.11997031231949	ALKBH1	Cluster2
3.23624768384352	ALKBH1	Cluster2
3.21382939573793	ALKBH1	Cluster2
3.28288455506105	ALKBH1	Cluster2
3.22046926419808	ALKBH1	Cluster2
3.2999626024204	ALKBH1	Cluster2
3.22400939428469	ALKBH1	Cluster2
3.33602625098288	ALKBH1	Cluster2
3.33134693427069	ALKBH1	Cluster2
3.22385498470325	ALKBH1	Cluster2
3.05389330855664	ALKBH1	Cluster2
3.22040735060613	ALKBH1	Cluster2
3.20864210901517	ALKBH1	Cluster2
3.19704759049326	ALKBH1	Cluster2
3.24575424166683	ALKBH1	Cluster2
3.15730246631897	ALKBH1	Cluster2
3.2039528536325	ALKBH1	Cluster2
3.3098164669044	ALKBH1	Cluster2
3.17119081162053	ALKBH1	Cluster2
3.19342482419271	ALKBH1	Cluster2
3.17783808308558	ALKBH1	Cluster2
3.1759556685717	ALKBH1	Cluster2
3.11789447981141	ALKBH1	Cluster2
3.30035805194045	ALKBH1	Cluster2
3.25984493127605	ALKBH1	Cluster2
3.33489716349201	ALKBH1	Cluster2
3.17071025499828	ALKBH1	Cluster2
3.17287150035228	ALKBH1	Cluster2
3.19921689165972	ALKBH1	Cluster2
3.35003041728554	ALKBH1	Cluster2
3.05623668498427	ALKBH1	Cluster2
3.26782041387367	ALKBH1	Cluster2
3.08331550233567	ALKBH1	Cluster2
3.10864154032019	ALKBH1	Cluster2
3.30633516019798	ALKBH1	Cluster2
3.18778357987224	ALKBH1	Cluster2
3.1133671207598	ALKBH1	Cluster2
3.22735601830865	ALKBH1	Cluster2
3.08004361990506	ALKBH1	Cluster2
3.04453401027691	ALKBH1	Cluster2
3.19161002388446	ALKBH1	Cluster2
3.26452141848553	ALKBH1	Cluster2
3.14820199910802	ALKBH1	Cluster2
3.12948085869888	ALKBH1	Cluster2
3.17210342844014	ALKBH1	Cluster2
3.15289728719897	ALKBH1	Cluster2
3.28393658429566	ALKBH1	Cluster2
3.18103892443167	ALKBH1	Cluster2
3.24411071687049	ALKBH1	Cluster2
3.2336580203044	ALKBH1	Cluster2
3.07602884660596	ALKBH1	Cluster2
3.14090950654166	ALKBH1	Cluster2
3.16150076255313	ALKBH1	Cluster2
3.25720678724851	ALKBH1	Cluster2
3.29732349857001	ALKBH1	Cluster2
3.20570529240357	ALKBH1	Cluster2
3.17890581945757	ALKBH1	Cluster2
3.12305363278077	ALKBH1	Cluster2
3.3007094716501	ALKBH1	Cluster2
3.24051278166832	ALKBH1	Cluster2
3.20854847312087	ALKBH1	Cluster2
3.24123003551545	ALKBH1	Cluster2
3.14048419817571	ALKBH1	Cluster2
3.09146289115477	ALKBH1	Cluster2
3.23351997877392	ALKBH1	Cluster2
3.19789683597707	ALKBH1	Cluster2
3.21654798930695	ALKBH1	Cluster2
3.29773434304605	ALKBH1	Cluster2
3.19569405552771	ALKBH1	Cluster2
3.11611519145416	ALKBH1	Cluster2
3.28606792449933	ALKBH1	Cluster2
3.16217780416156	ALKBH1	Cluster2
3.17705670066002	ALKBH1	Cluster2
3.29099936191576	ALKBH1	Cluster2
3.32535762955535	ALKBH1	Cluster2
3.2458454937251	ALKBH1	Cluster2
3.33505443116981	ALKBH1	Cluster2
3.3397787569259	ALKBH3	Cluster1
3.0972736789614	ALKBH3	Cluster1
3.1633216048312	ALKBH3	Cluster1
3.24200792904953	ALKBH3	Cluster1
3.12230827221127	ALKBH3	Cluster1
3.22468860017996	ALKBH3	Cluster1
3.19531609808661	ALKBH3	Cluster1
3.29854101851653	ALKBH3	Cluster1
3.29818907014132	ALKBH3	Cluster1
3.29606088707228	ALKBH3	Cluster1
3.25074939689619	ALKBH3	Cluster1
3.34711284798029	ALKBH3	Cluster1
3.32148079008886	ALKBH3	Cluster1
3.23867987611537	ALKBH3	Cluster1
3.13379365472598	ALKBH3	Cluster1
3.27515607854601	ALKBH3	Cluster1
3.28850622045497	ALKBH3	Cluster1
3.23783901553078	ALKBH3	Cluster1
3.47625205954784	ALKBH3	Cluster1
3.19096245569146	ALKBH3	Cluster1
3.42104821242356	ALKBH3	Cluster1
3.18824265626441	ALKBH3	Cluster1
3.1629672846738	ALKBH3	Cluster1
3.11159892792762	ALKBH3	Cluster1
3.23910776241025	ALKBH3	Cluster1
3.30875402971245	ALKBH3	Cluster1
3.21294280378711	ALKBH3	Cluster1
3.18876487590506	ALKBH3	Cluster1
3.25655781858703	ALKBH3	Cluster1
3.22516693967221	ALKBH3	Cluster1
3.25605957480922	ALKBH3	Cluster1
3.29018845733752	ALKBH3	Cluster1
3.16862599126321	ALKBH3	Cluster1
3.09619437275993	ALKBH3	Cluster1
3.27133602779972	ALKBH3	Cluster1
3.19467019163945	ALKBH3	Cluster1
3.3502850704471	ALKBH3	Cluster1
3.26516681554227	ALKBH3	Cluster1
3.23511432037636	ALKBH3	Cluster1
3.25438239998924	ALKBH3	Cluster1
2.96395494218993	ALKBH3	Cluster1
3.32468101421362	ALKBH3	Cluster1
3.19832127132621	ALKBH3	Cluster1
3.36056093042883	ALKBH3	Cluster1
3.19865130140253	ALKBH3	Cluster1
3.26145559456293	ALKBH3	Cluster1
3.1041856722005	ALKBH3	Cluster1
3.1104467689092	ALKBH3	Cluster1
3.21476206218338	ALKBH3	Cluster1
3.21107451157977	ALKBH3	Cluster1
3.17727999596932	ALKBH3	Cluster1
3.18748272645773	ALKBH3	Cluster1
3.25919714851485	ALKBH3	Cluster1
3.15550638879337	ALKBH3	Cluster1
3.14476427447194	ALKBH3	Cluster1
3.24251104851091	ALKBH3	Cluster1
3.25835308816409	ALKBH3	Cluster1
3.30601428255649	ALKBH3	Cluster1
3.2904244038653	ALKBH3	Cluster1
3.32506974691863	ALKBH3	Cluster1
3.34269695998193	ALKBH3	Cluster1
3.22754085874932	ALKBH3	Cluster1
3.26924265126929	ALKBH3	Cluster1
3.29126464990621	ALKBH3	Cluster1
3.10297720208221	ALKBH3	Cluster1
3.30331316617179	ALKBH3	Cluster1
3.15090081412105	ALKBH3	Cluster1
3.24148937996694	ALKBH3	Cluster1
3.23146312990623	ALKBH3	Cluster1
3.29642803923435	ALKBH3	Cluster1
3.26797018911579	ALKBH3	Cluster1
3.2039528536325	ALKBH3	Cluster1
3.07891719436253	ALKBH3	Cluster1
3.2772557790706	ALKBH3	Cluster1
3.19457564448424	ALKBH3	Cluster1
2.99608137265733	ALKBH3	Cluster1
3.30599969551328	ALKBH3	Cluster1
3.03074216547203	ALKBH3	Cluster1
3.21255377571356	ALKBH3	Cluster1
3.27312793608592	ALKBH3	Cluster1
3.21667214550676	ALKBH3	Cluster1
3.26082358596116	ALKBH3	Cluster1
3.33947948547232	ALKBH3	Cluster1
3.29229586194275	ALKBH3	Cluster1
3.28361068542478	ALKBH3	Cluster1
3.31140139083766	ALKBH3	Cluster1
3.20026892799016	ALKBH3	Cluster1
3.26289914683335	ALKBH3	Cluster1
3.31520391708947	ALKBH3	Cluster1
3.14540030071446	ALKBH3	Cluster1
3.18227913185019	ALKBH3	Cluster1
3.18087984634869	ALKBH3	Cluster1
3.22895718257229	ALKBH3	Cluster1
3.16801617577522	ALKBH3	Cluster1
3.24889910707633	ALKBH3	Cluster1
3.23767078458738	ALKBH3	Cluster1
3.23578831947336	ALKBH3	Cluster1
3.30632057639881	ALKBH3	Cluster1
3.22724818378073	ALKBH3	Cluster1
3.18559700567558	ALKBH3	Cluster1
3.22874174470846	ALKBH3	Cluster1
3.19048844108561	ALKBH3	Cluster1
3.23115588588069	ALKBH3	Cluster1
3.2628841172727	ALKBH3	Cluster1
3.28377364406262	ALKBH3	Cluster1
3.34057651076304	ALKBH3	Cluster1
3.26558691893083	ALKBH3	Cluster1
3.13763467188337	ALKBH3	Cluster1
3.2509312644955	ALKBH3	Cluster1
3.08761558910934	ALKBH3	Cluster1
3.27816321399783	ALKBH3	Cluster2
3.1681445794058	ALKBH3	Cluster2
3.17928810003681	ALKBH3	Cluster2
3.24147412570144	ALKBH3	Cluster2
3.26007083359566	ALKBH3	Cluster2
3.24043645707787	ALKBH3	Cluster2
3.29689785770008	ALKBH3	Cluster2
3.25326319925981	ALKBH3	Cluster2
3.19257294138692	ALKBH3	Cluster2
3.18103892443167	ALKBH3	Cluster2
3.26219258817258	ALKBH3	Cluster2
3.28850622045497	ALKBH3	Cluster2
3.26192189957288	ALKBH3	Cluster2
3.16419093100694	ALKBH3	Cluster2
3.29513524900082	ALKBH3	Cluster2
3.17154311810357	ALKBH3	Cluster2
3.24467398716032	ALKBH3	Cluster2
3.25820231112276	ALKBH3	Cluster2
3.26865895502767	ALKBH3	Cluster2
3.31221498711999	ALKBH3	Cluster2
3.17783808308558	ALKBH3	Cluster2
3.14748580329943	ALKBH3	Cluster2
3.24794269962725	ALKBH3	Cluster2
3.20356139348692	ALKBH3	Cluster2
3.16632981792063	ALKBH3	Cluster2
3.41353992617347	ALKBH3	Cluster2
3.18832179260413	ALKBH3	Cluster2
3.20259011372414	ALKBH3	Cluster2
3.28380327092837	ALKBH3	Cluster2
3.21169754451435	ALKBH3	Cluster2
3.2050483772943	ALKBH3	Cluster2
3.12969515665378	ALKBH3	Cluster2
3.30037269613752	ALKBH3	Cluster2
3.09467523099633	ALKBH3	Cluster2
3.24147412570144	ALKBH3	Cluster2
3.32316827941958	ALKBH3	Cluster2
3.22743303803698	ALKBH3	Cluster2
3.23506835442402	ALKBH3	Cluster2
3.19329865106882	ALKBH3	Cluster2
3.24083330086179	ALKBH3	Cluster2
3.1920047399325	ALKBH3	Cluster2
3.30110471653077	ALKBH3	Cluster2
3.17146305600258	ALKBH3	Cluster2
3.33566904037763	ALKBH3	Cluster2
3.27126131663308	ALKBH3	Cluster2
3.269721405202	ALKBH3	Cluster2
3.21445124035738	ALKBH3	Cluster2
3.1798772508765	ALKBH3	Cluster2
3.30544527855355	ALKBH3	Cluster2
3.22246455428518	ALKBH3	Cluster2
3.20700260280982	ALKBH3	Cluster2
3.11073071960906	ALKBH3	Cluster2
3.33084518962342	ALKBH3	Cluster2
3.20675260962509	ALKBH3	Cluster2
3.18832179260413	ALKBH3	Cluster2
3.31574010835474	ALKBH3	Cluster2
3.30669970727279	ALKBH3	Cluster2
3.11714644832955	ALKBH3	Cluster2
3.1681445794058	ALKBH3	Cluster2
3.25111310917129	ALKBH3	Cluster2
3.2549114493954	ALKBH3	Cluster2
3.18380407885444	ALKBH3	Cluster2
3.29060133844119	ALKBH3	Cluster2
3.28206907519813	ALKBH3	Cluster2
3.25913687486389	ALKBH3	Cluster2
3.3292384331173	ALKBH3	Cluster2
3.15073837773094	ALKBH3	Cluster2
3.22334531579905	ALKBH3	Cluster2
3.21729276628588	ALKBH3	Cluster2
3.24698565772528	ALKBH3	Cluster2
3.204657214335	ALKBH3	Cluster2
3.15458320905307	ALKBH3	Cluster2
3.07481367160482	ALKBH3	Cluster2
3.09109047354168	ALKBH3	Cluster2
3.28492864123184	ALKBH3	Cluster2
3.21494852314081	ALKBH3	Cluster2
3.27268016762593	ALKBH3	Cluster2
3.17046991664692	ALKBH3	Cluster2
3.28312169904085	ALKBH3	Cluster2
3.22240272626422	ALKBH3	Cluster2
3.30694754667774	ALKBH3	Cluster2
3.26614186798577	ALKBH3	Cluster2
3.25374728450582	ALKBH3	Cluster2
3.27356064686848	ALKBH3	Cluster2
3.13487805434311	ALKBH3	Cluster2
3.02169291782153	ALKBH3	Cluster2
3.36702153323231	ALKBH3	Cluster2
3.34874231558529	ALKBH3	Cluster2
3.29609026268396	ALKBH3	Cluster2
3.11840956485638	ALKBH3	Cluster2
3.21306727061843	ALKBH3	Cluster2
3.19415010559158	ALKBH3	Cluster2
3.12599817947646	ALKBH3	Cluster2
3.3313612672683	ALKBH3	Cluster2
3.2317395935957	ALKBH3	Cluster2
3.34427460026248	ALKBH3	Cluster2
3.22532120890833	ALKBH3	Cluster2
3.16191992101201	ALKBH3	Cluster2
3.21034210390884	ALKBH3	Cluster2
3.18081621020378	ALKBH3	Cluster2
3.20067697436783	ALKBH3	Cluster2
3.31960348405727	ALKBH3	Cluster2
3.1903936194724	ALKBH3	Cluster2
2.94643143710372	ALKBH3	Cluster2
3.26156090241749	ALKBH3	Cluster2
3.19348790661689	ALKBH3	Cluster2
3.21386049433553	ALKBH3	Cluster2
3.26886851418403	ALKBH3	Cluster2
3.30065090764266	ALKBH3	Cluster2
3.16587978938436	ALKBH3	Cluster2
3.33614053969947	ALKBH3	Cluster2
3.29978681227884	ALKBH3	Cluster2
3.18946087484185	ALKBH3	Cluster2
3.14680183001969	ALKBH3	Cluster2
3.18613603459823	ALKBH3	Cluster2
3.16215362957441	ALKBH3	Cluster2
3.34709867062227	ALKBH3	Cluster2
3.18272407459003	ALKBH3	Cluster2
3.29708867775735	ALKBH3	Cluster2
3.17804531761278	ALKBH3	Cluster2
3.29610495026551	ALKBH3	Cluster2
3.25931768826288	ALKBH3	Cluster2
3.25651253080786	ALKBH3	Cluster2
3.21673421960013	ALKBH3	Cluster2
3.1171963291633	ALKBH3	Cluster2
3.17211943410977	ALKBH3	Cluster2
3.28757572100293	ALKBH3	Cluster2
3.20767424492209	ALKBH3	Cluster2
3.22986474597526	ALKBH3	Cluster2
3.13840492649147	ALKBH3	Cluster2
3.24470442793893	ALKBH3	Cluster2
3.34471489449013	ALKBH3	Cluster2
3.13349776785961	ALKBH3	Cluster2
3.12078322445732	ALKBH3	Cluster2
3.30869579135941	ALKBH3	Cluster2
3.33074481975078	ALKBH3	Cluster2
3.2611095289093	ALKBH3	Cluster2
3.16185544302135	ALKBH3	Cluster2
3.23786960086751	ALKBH3	Cluster2
3.37352293570404	ALKBH3	Cluster2
3.35397249900263	ALKBH3	Cluster2
3.2183782106439	ALKBH3	Cluster2
3.25409512047398	ALKBH3	Cluster2
3.22661641963428	ALKBH3	Cluster2
3.07177982779749	ALKBH3	Cluster2
3.2286494043461	ALKBH3	Cluster2
3.16796802146725	ALKBH3	Cluster2
3.20561146569938	ALKBH3	Cluster2
3.26683150711229	ALKBH3	Cluster2
3.0607737378613	ALKBH3	Cluster2
2.86435455244317	ALKBH3	Cluster2
3.23266075679027	ALKBH3	Cluster2
3.31083450798397	ALKBH3	Cluster2
3.2761541896386	ALKBH3	Cluster2
3.39215253392312	ALKBH3	Cluster2
3.26560192036101	ALKBH3	Cluster2
3.23875629369042	ALKBH3	Cluster2
3.2766157686736	ALKBH3	Cluster2
3.16171035700528	ALKBH3	Cluster2
3.24310541811895	ALKBH3	Cluster2
3.21605125763313	ALKBH3	Cluster2
3.22787967139526	ALKBH3	Cluster2
3.2097652659741	ALKBH3	Cluster2
3.16398169664856	ALKBH3	Cluster2
3.11935617703968	ALKBH3	Cluster2
3.15064090711739	ALKBH3	Cluster2
3.28865386360517	ALKBH3	Cluster2
3.3406477173374	ALKBH3	Cluster2
3.13126021466086	ALKBH3	Cluster2
3.17637064889388	ALKBH3	Cluster2
3.1535621647369	ALKBH3	Cluster2
3.28977545803867	ALKBH3	Cluster2
3.15505297081088	ALKBH3	Cluster2
3.25880532476424	ALKBH3	Cluster2
3.23897024136914	ALKBH3	Cluster2
3.11413377595247	ALKBH3	Cluster2
3.12966218980946	ALKBH3	Cluster2
3.23210812945624	ALKBH3	Cluster2
3.31414544140683	ALKBH3	Cluster2
3.37116851549843	ALKBH3	Cluster2
3.20450071945038	ALKBH3	Cluster2
3.22271183987547	ALKBH3	Cluster2
3.16714915221976	ALKBH3	Cluster2
3.20356139348692	ALKBH3	Cluster2
3.11694690774659	ALKBH3	Cluster2
3.26584192203193	ALKBH3	Cluster2
3.26954189109465	ALKBH3	Cluster2
3.26399588207124	ALKBH3	Cluster2
3.1717032289777	ALKBH3	Cluster2
3.2108252230499	ALKBH3	Cluster2
3.18561286234235	ALKBH3	Cluster2
3.11548276623635	ALKBH3	Cluster2
3.32847746877122	ALKBH3	Cluster2
3.37999517145709	ALKBH3	Cluster2
3.27613929753328	ALKBH3	Cluster2
3.21372054536698	ALKBH3	Cluster2
3.34411833452143	ALKBH3	Cluster2
3.55489577541901	ALKBH5	Cluster1
3.55657655916095	ALKBH5	Cluster1
3.67310409759017	ALKBH5	Cluster1
3.68232608542929	ALKBH5	Cluster1
3.55859826480921	ALKBH5	Cluster1
3.54392887441606	ALKBH5	Cluster1
3.59066189596526	ALKBH5	Cluster1
3.64733753721716	ALKBH5	Cluster1
3.57399248419366	ALKBH5	Cluster1
3.57546966301034	ALKBH5	Cluster1
3.58333855515941	ALKBH5	Cluster1
3.55088835491036	ALKBH5	Cluster1
3.56878609904403	ALKBH5	Cluster1
3.66588162174383	ALKBH5	Cluster1
3.54298850007547	ALKBH5	Cluster1
3.59344938968665	ALKBH5	Cluster1
3.50899902550456	ALKBH5	Cluster1
3.54679570518945	ALKBH5	Cluster1
3.60531653431967	ALKBH5	Cluster1
3.59152384255963	ALKBH5	Cluster1
3.63012585232438	ALKBH5	Cluster1
3.60405945935165	ALKBH5	Cluster1
3.66243339556135	ALKBH5	Cluster1
3.69584909107101	ALKBH5	Cluster1
3.62002329762627	ALKBH5	Cluster1
3.58479417648061	ALKBH5	Cluster1
3.57335028741435	ALKBH5	Cluster1
3.63839826223585	ALKBH5	Cluster1
3.61962429301649	ALKBH5	Cluster1
3.61512198382402	ALKBH5	Cluster1
3.573277567876	ALKBH5	Cluster1
3.61205755956306	ALKBH5	Cluster1
3.62032834435666	ALKBH5	Cluster1
3.66074611275202	ALKBH5	Cluster1
3.63574278467403	ALKBH5	Cluster1
3.61923691827627	ALKBH5	Cluster1
3.51790555352995	ALKBH5	Cluster1
3.59706629052067	ALKBH5	Cluster1
3.60320497199957	ALKBH5	Cluster1
3.60019837830804	ALKBH5	Cluster1
3.55739783584825	ALKBH5	Cluster1
3.61879072150914	ALKBH5	Cluster1
3.60696330464069	ALKBH5	Cluster1
3.56104502490095	ALKBH5	Cluster1
3.61656942730662	ALKBH5	Cluster1
3.59244507705236	ALKBH5	Cluster1
3.59695898838918	ALKBH5	Cluster1
3.66023269611118	ALKBH5	Cluster1
3.61038116010922	ALKBH5	Cluster1
3.56612103248026	ALKBH5	Cluster1
3.67623355238427	ALKBH5	Cluster1
