ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION	35	-0.656986663254386	-2.14690602917821	2.26149623360271e-05	0.000361223366966083	0.00026513692369061	4566	tags=74%, list=24%, signal=56%	RFC3/RFC1/RPA3/RFC5/POLA1/POLE3/PRIM1/POLD2/PRIM2/POLE2/MCM7/POLE/POLA2/MCM6/RFC4/RNASEH2A/DNA2/LIG1/PCNA/MCM5/FEN1/POLD1/MCM4/MCM3/MCM2/POLD3
KEGG_PEROXISOME	KEGG_PEROXISOME	72	-0.514633531394102	-1.94550852437813	2.34307048842864e-05	0.000361223366966083	0.00026513692369061	6056	tags=67%, list=32%, signal=46%	PEX2/PXMP4/FAR1/PAOX/GNPAT/PEX12/CAT/PMVK/HACL1/PEX5/HMGCL/PEX13/NUDT12/MVK/PECR/PEX14/PEX6/PRDX5/PEX26/SLC25A17/HSD17B4/DHRS4/PEX11A/ACSL3/DECR2/SCP2/PEX10/ABCD1/NUDT19/PEX7/PRDX1/SOD1/ACOX1/AMACR/ABCD3/EHHADH/GSTK1/IDH2/IDH1/FAR2/PXMP2/SLC27A2/EPHX2/CRAT/XDH/ACSL5/BAAT/NOS2
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	-0.610856987196857	-2.12326401227311	3.42121443991092e-05	0.000486865131833477	0.000357357621658711	6327	tags=78%, list=33%, signal=52%	MARS1/PSTK/KARS1/AARS2/AARS1/LARS1/MTFMT/HARS2/GARS1/CARS2/CARS1/PARS2/RARS1/WARS2/FARSB/EARS2/YARS1/VARS1/EPRS1/NARS1/SEPSECS/QARS1/VARS2/WARS1/IARS1/FARSA/TARS2/LARS2/MARS2/DARS2/IARS2/NARS2
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	73	0.66089147146349	1.82638821309096	4.99048413195251e-05	0.000659456831722296	0.000484039438362311	2543	tags=56%, list=13%, signal=49%	VTN/THBS4/TNN/COL4A6/COMP/ITGA8/TNC/ITGA7/TNXB/LAMA2/CD36/ITGA9/THBS1/ITGA5/FN1/COL3A1/COL6A2/COL4A4/ITGA1/SV2A/LAMA4/SDC2/COL6A3/COL1A2/THBS2/COL5A1/COL1A1/LAMC3/ITGA11/ITGB3/COL4A2/COL5A2/COL6A1/CHAD/VWF/LAMC1/HSPG2/ITGB6/COL4A1/SDC3/THBS3
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM	89	-0.441900773095039	-1.71462444104244	0.000308156661361479	0.00380059882345824	0.00278962872390392	5882	tags=54%, list=31%, signal=37%	CTPS1/DUT/POLR2A/POLR2H/NUDT2/POLR3A/POLR3H/UCKL1/RRM2B/POLR2D/CTPS2/PNPT1/NME1/TXNRD1/PNP/NME6/POLR2B/UMPS/POLA1/POLE3/POLR3K/POLR1B/POLR1C/PRIM1/POLD2/DTYMK/CAD/PRIM2/POLE2/NT5C3A/DCK/TYMP/UCK2/POLR1A/POLE/POLA2/NME2/RRM1/TYMS/POLD1/CMPK1/POLR3G/ENTPD6/TK1/CANT1/RRM2/POLD3/ENTPD8
KEGG_PROTEASOME	KEGG_PROTEASOME	42	-0.548144893894114	-1.90026757183442	0.000771910733810238	0.00892521785968088	0.00655108451720531	8324	tags=88%, list=44%, signal=50%	PSMD6/PSMD4/IFNG/PSMC5/PSMC4/PSMD8/PSMB5/PSMA3/PSMC6/PSME3/PSMF1/PSME4/PSMD1/PSMC1/PSMB3/PSMB4/PSMA1/PSMD3/PSMD2/POMP/PSMD11/PSMA4/PSMB7/PSMD13/PSMC2/PSMD14/PSMA7/PSMB2/PSMB1/PSMD12/PSMA5/PSMA6/PSME1/PSME2/PSMB8/PSMB10/PSMB9
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	115	0.547460006657884	1.56570284415546	0.00173780655774038	0.0184901941499192	0.0135717499023589	3122	tags=37%, list=16%, signal=31%	CNTN1/CDH2/CLDN6/NRXN3/CADM3/CLDN9/NEGR1/NCAM1/NRXN2/ITGA8/NFASC/JAM2/JAM3/CNTNAP1/SELP/ITGA9/CLDN11/CLDN5/L1CAM/SDC2/VCAN/NLGN2/SELE/PTPRM/NLGN3/CLDN10/MADCAM1/CD34/PECAM1/HLA-G/CDH5/VCAM1/SDC3/CD99/ESAM/PDCD1LG2/HLA-DQA2/NLGN4X/CD22/ITGAV/SELL/ITGB1
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	50	0.639111151763761	1.68983945308383	0.00179904591728944	0.0184901941499192	0.0135717499023589	1698	tags=24%, list=9%, signal=22%	PLA2G1B/GNAO1/PLA2G5/IGF1/GUCY1A1/PRKG1/GUCY1B1/CACNA1A/PRKCB/ITPR1/GNAI1/GNAZ
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM	45	0.649141970284333	1.69754822158688	0.00209992453061785	0.0204466335875949	0.0150077708836401	211	tags=11%, list=1%, signal=11%	PNLIP/PNLIPRP1/CEL/PNLIPRP2/LIPF
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	107	0.549313129265727	1.56282493547783	0.00252513500831866	0.0233574988269476	0.0171443376880583	1776	tags=21%, list=9%, signal=20%	ACTN2/MYH11/MYL9/CLDN6/CLDN9/JAM2/MPDZ/JAM3/MAGI2/AKT3/AMOTL1/CLDN11/CLDN5/MRAS/RAB3B/MYH10/PRKCB/ACTN1/EPB41L3/MAP3K20/GNAI1/RRAS/CLDN10
KEGG_FOLATE_BIOSYNTHESIS	KEGG_FOLATE_BIOSYNTHESIS	11	-0.729520912704881	-1.78337731927524	0.00275916206958587	0.0243069039463517	0.0178411983446906	1094	tags=45%, list=6%, signal=43%	DHFR/SPR/GGH/ALPG/ALPP
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR	34	-0.556580985576253	-1.8243569563518	0.0034749842283132	0.0286935433160496	0.0210609791622782	4571	tags=53%, list=24%, signal=40%	APEX2/NTHL1/PARP1/LIG3/POLB/POLE3/POLD2/POLE2/POLE/LIG1/NEIL3/PARP4/PCNA/UNG/PARP3/FEN1/POLD1/POLD3
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR	42	-0.505543464470133	-1.75258013416977	0.00365122843820042	0.0286935433160496	0.0210609791622782	5374	tags=50%, list=28%, signal=36%	RFC2/CDK7/ERCC6/RAD23B/RFC3/RFC1/RPA3/RAD23A/GTF2H3/RFC5/POLE3/DDB2/POLD2/POLE2/POLE/CUL4A/RFC4/LIG1/PCNA/POLD1/POLD3
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	173	0.499418659980378	1.46513059269408	0.00372240561937941	0.0286935433160496	0.0210609791622782	2747	tags=26%, list=14%, signal=22%	ACTN2/CHRM2/MYLK/MYL9/FGF10/F2/CFL2/FGF7/ITGA8/FGF2/ITGA7/FGFR1/ITGA9/ITGA5/FN1/PDGFRA/ITGA1/MRAS/MYH10/GSN/PDGFD/PDGFC/ACTN1/WASF1/ITGA11/ITGB3/PDGFRB/RDX/BDKRB1/EGFR/RRAS/ARHGEF4/FGD1/VCL/F2R/ARHGEF6/MSN/ENAH/ITGB6/PPP1R12A/PFN2/CYFIP2/PIP5K1C/WAS/PIK3CG
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION	56	0.597832546322687	1.60083263164767	0.00404058766858023	0.0299003487474937	0.0219467709156568	1587	tags=27%, list=8%, signal=25%	ATP1A2/TPM2/CACNA1C/CACNB2/ATP1B2/ACTC1/CACNA2D1/TPM1/CACNA2D2/COX7A1/SLC8A1/RYR2/CACNG4/ATP1A3/CACNA2D4
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	71	0.571625252391799	1.57914113257131	0.00452767854407123	0.0322161742558914	0.0236465802504125	1681	tags=28%, list=9%, signal=26%	ADCY5/ADCY1/TUBA1A/TUBB2B/GUCY1A1/PRKG1/GUCY1B1/TUBB4A/TUBB6/PDGFRA/LPAR1/PRKCB/PDGFD/PDGFC/ITPR1/HTR2B/PDGFRB/GJA1/GNAI1/EGFR
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	17	0.738790047609268	1.67469451236946	0.00666220395656755	0.0449208689280343	0.0329717899955415	548	tags=24%, list=3%, signal=23%	NKX2-2/NEUROD1/SLC2A2/NKX6-1
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION	56	-0.429317911062286	-1.56863241875189	0.00679883421613492	0.0449208689280343	0.0329717899955415	7471	tags=66%, list=39%, signal=40%	CNOT8/SKIV2L/DDX6/EXOSC7/EXOSC8/PARN/EXOSC5/EXOSC3/DIS3/PAPOLA/LSM6/EXOSC4/EXOSC9/CNOT6L/CNOT10/TENT4A/MTREX/ZCCHC7/LSM8/LSM3/PNPT1/LSM5/DCPS/LSM7/EDC4/CNOT6/CNOT9/EXOSC2/LSM2/EXOSC10/ENO1/CNOT1/PATL1/LSM4/XRN1/HSPA9/HSPD1
KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION	26	-0.536693132902587	-1.65308771256273	0.00767059731765405	0.0480089348996953	0.0352384216333467	3419	tags=81%, list=18%, signal=66%	RPA2/RAD50/RAD51C/RPA1/SSBP1/MUS81/RAD51D/TOP3A/XRCC3/RPA3/NBN/BLM/POLD2/RAD54B/XRCC2/BRCA2/POLD1/EME1/RAD51/RAD54L/POLD3
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE	29	-0.553816282325902	-1.74894576328842	0.00778523268643707	0.0480089348996953	0.0352384216333467	6662	tags=83%, list=35%, signal=54%	MDH1/PC/SUCLG1/SUCLG2/OGDH/IDH3B/ACO1/SUCLA2/PCK2/CS/SDHB/DLD/SDHD/PDHA1/MDH2/FH/IDH2/IDH1/DLAT/ACO2/IDH3A/SDHA/PCK1/ACLY
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	56	-0.418174644284713	-1.52791739366744	0.00959454697843962	0.0572577803552042	0.0420270478851854	5935	tags=62%, list=31%, signal=43%	HSPA4/HLA-B/CALR/HLA-DPA1/HLA-DMB/HLA-A/RFXANK/CD8A/HLA-E/HSP90AA1/HLA-DRA/CD74/HSP90AB1/HSPA8/CANX/CTSS/HLA-DQB1/HSPA5/HLA-DRB1/RFX5/HLA-DOA/HLA-C/PSME1/HSPA6/HLA-DRB5/HLA-F/TAPBP/NFYA/HLA-DMA/TAP2/CIITA/PSME2/HSPA1A/HSPA1B/TAP1
